5.78,3.82,8.82
4.61,3.23,7.06
5.39,3.92,7.55
5.39,3.92,7.25
5.39,3.72,7.35
5.1,4.02,7.06
5.39,3.53,7.35
5.39,3.63,7.25
5.39,3.63,7.45
5.39,3.63,7.35
5.39,3.63,7.35
5.39,3.63,7.35
5.39,3.53,7.35
5.39,3.43,7.25
5.29,3.53,7.15
5.29,3.53,7.15
5.29,3.63,7.25
5.39,3.63,7.25
5.49,3.63,7.25
5.49,3.53,7.25
5.49,3.53,7.25
5.39,3.53,7.25
5.39,3.53,7.25
5.39,3.53,7.25
5.39,3.63,7.25
5.39,3.63,7.35
5.39,3.63,7.25
5.39,3.63,7.25
5.39,3.63,7.15
5.29,3.63,7.25
5.39,3.63,7.25
5.49,3.63,7.35
5.59,3.23,7.06
5.19,3.43,7.15
5.39,3.23,7.15
5.39,3.53,7.06
5.39,3.14,7.15
5.49,3.33,7.15
5.49,3.33,7.35
5.49,3.43,7.15
5.49,3.43,7.25
5.49,3.43,7.25
5.49,3.43,7.25
5.49,3.33,7.15
5.39,3.33,7.15
5.49,3.33,7.06
5.39,3.33,7.06
5.39,3.14,7.15
5.49,3.23,7.15
5.39,3.23,7.15
5.39,3.23,7.15
5.29,3.23,7.06
5.29,3.14,6.96
5.29,3.23,6.96
5.39,3.23,7.06
5.59,3.04,7.06
5.68,2.94,7.06
5.78,2.94,7.06
5.78,2.55,6.86
5.49,2.35,6.57
5.49,2.25,6.47
5.39,2.16,6.47
5.49,2.06,6.57
5.49,2.06,6.57
5.49,2.35,6.47
4.9,5.0,8.04
5.29,2.35,6.86
3.53,0.59,4.61
5.19,1.18,5.98
5.68,2.45,6.37
6.17,2.65,7.45
7.84,3.92,8.04
6.57,2.65,7.84
6.76,2.06,7.74
6.76,1.96,7.45
6.96,1.57,7.06
7.15,1.67,7.64
7.45,1.86,7.25
7.74,0.78,6.76
8.23,-0.29,7.64
8.43,0.0,7.45
8.23,0.2,7.25
7.94,0.49,7.06
7.64,0.59,7.15
7.45,0.2,6.57
7.15,0.2,6.57
6.96,0.2,6.27
6.86,0.0,6.37
6.76,0.1,6.76
6.37,0.98,6.66
6.27,1.76,6.86
-0.29,2.55,8.92
3.14,4.21,2.84
6.47,2.55,5.1
5.68,2.16,6.76
6.86,1.96,7.15
7.35,1.18,7.25
8.82,-0.29,8.13
11.37,-1.47,11.96
8.92,-1.37,1.96
11.37,-3.92,9.51
10.29,-3.53,6.57
10.29,-2.74,5.68
9.41,-1.57,5.39
9.21,-1.37,5.59
9.21,-1.67,5.68
8.62,-0.78,5.29
8.13,-0.1,5.49
8.13,0.0,5.78
8.04,-0.39,5.49
8.72,-0.69,5.68
8.13,-0.69,5.59
7.64,-0.29,6.17
8.33,-1.08,6.66
9.41,-3.53,6.47
7.74,-5.19,3.33
6.08,-7.15,9.51
9.6,-1.08,5.19
8.82,-1.18,7.84
8.43,-0.98,6.76
7.45,-2.84,5.98
6.96,-5.1,10.98
6.57,0.1,7.94
6.57,-1.86,8.13
6.57,-1.27,5.88
7.55,0.1,8.23
6.96,-0.49,8.13
6.37,-1.67,6.96
5.78,-3.43,7.74
5.29,-3.63,7.45
5.0,-3.53,7.06
4.7,-3.82,6.86
4.61,-4.02,6.17
4.21,-3.82,5.39
3.92,-3.63,4.7
3.23,-3.23,3.82
3.04,-2.94,2.65
3.23,-2.45,2.16
3.43,-1.47,1.47
3.82,-1.18,0.88
3.82,-0.98,0.78
3.72,-1.18,0.39
3.33,-1.27,0.2
2.84,-1.27,0.1
2.45,-0.98,-0.1
2.06,-0.78,-0.2
1.47,-0.49,-0.2
0.88,0.2,0.29
1.67,-0.59,-0.88
0.59,1.27,-0.78
-4.7,4.21,-0.39
1.37,2.16,-0.39
3.43,1.27,0.78
2.16,2.84,0.98
1.18,5.29,-0.49
0.98,5.49,0.78
1.96,6.37,2.45
1.86,6.27,3.92
1.86,5.39,4.12
1.47,4.9,4.9
0.78,4.9,5.29
-0.39,5.0,5.1
-1.18,5.39,5.19
-1.76,5.39,5.88
-1.96,4.8,4.7
-2.35,4.31,4.31
-1.96,4.41,4.7
-2.74,4.21,5.0
-4.31,4.31,5.1
-4.41,4.7,5.39
-5.39,5.78,6.66
-5.88,6.27,7.55
-5.98,5.88,8.62
-7.35,5.98,9.41
-9.02,4.31,11.66
-8.33,2.94,12.64
-10.78,1.67,12.25
-11.27,1.76,12.05
-11.47,2.74,12.74
-11.86,4.02,12.45
-11.17,4.51,14.6
-10.98,4.02,15.19
-11.56,2.25,18.62
-11.86,-0.59,19.5
-14.5,1.76,19.5
-12.05,3.82,19.5
-10.49,-0.88,13.92
-3.43,-2.25,-2.94
-2.65,-1.76,2.06
-5.1,-1.96,13.92
-8.13,-2.06,19.5
-7.94,-2.84,19.5
-5.88,-4.31,18.72
-3.82,-4.7,17.93
-2.74,-5.19,18.91
-1.67,-5.98,18.13
-1.37,-9.9,17.05
2.16,-6.96,15.48
1.57,-5.1,15.78
0.88,-7.94,13.82
0.29,-8.13,13.23
0.98,-7.45,14.8
1.27,-7.35,11.47
-0.2,-6.76,5.19
0.69,-5.98,5.78
-0.29,-5.78,7.35
-1.08,-5.68,8.62
-1.47,-5.98,6.66
-1.18,-5.78,6.17
-0.88,-6.27,6.37
-0.69,-6.37,6.08
-0.49,-6.27,6.27
-0.49,-6.57,6.08
0.0,-6.86,5.88
0.59,-6.66,8.53
-0.49,-5.68,13.92
-1.86,-6.86,19.5
-1.67,-6.57,8.92
1.08,-5.19,-0.78
7.74,-8.53,-19.6
7.45,-9.02,-19.6
3.53,-9.02,1.37
0.59,-8.33,4.61
2.06,-9.31,-0.1
0.88,-9.9,-0.69
2.55,-9.9,2.45
7.94,-7.94,2.45
2.84,-10.0,-5.39
