-0.51,0.51,9.49
-0.41,0.51,9.69
-0.61,0.2,9.9
-0.31,0.71,9.8
-0.2,0.92,9.69
-0.1,1.12,9.49
0.0,1.43,9.59
0.0,1.12,10.2
-0.2,0.92,9.59
0.2,0.82,10.61
0.51,0.71,11.22
0.51,0.71,11.63
0.31,1.02,11.22
0.2,1.02,10.31
0.1,0.92,10.1
0.2,1.02,10.2
0.31,1.02,10.41
0.2,0.92,10.61
0.1,0.92,10.61
-0.1,0.61,10.0
-0.2,0.61,10.0
-0.2,0.92,9.8
-0.1,1.02,9.69
0.2,1.33,9.9
0.2,1.12,10.51
0.0,1.02,11.12
-0.1,0.61,11.73
-0.41,0.31,12.55
-0.41,0.31,11.94
-0.41,0.41,11.33
-0.31,0.31,10.51
-0.82,1.43,8.98
0.0,1.22,8.78
-1.02,1.22,8.67
-0.92,1.43,8.47
-0.61,1.43,8.27
-0.1,1.33,8.78
-0.31,0.82,9.59
-0.61,0.51,10.0
-0.61,0.31,9.9
-1.02,0.61,10.31
-1.12,0.51,9.49
-0.92,0.92,8.06
-0.2,2.55,6.63
-0.1,2.65,8.88
0.0,2.45,11.22
0.0,2.24,13.06
-0.61,1.43,10.92
-0.92,0.51,9.18
-1.22,0.1,7.24
-4.8,-1.84,8.98
-10.1,-2.76,6.73
-7.65,-2.45,11.02
-11.22,-5.61,9.59
-9.29,-4.08,3.37
-6.63,-0.51,8.78
-5.31,0.61,10.71
-3.67,1.02,10.71
-2.55,1.84,9.8
-2.14,0.92,7.35
-1.73,-1.12,4.49
-1.84,-2.65,5.0
-2.86,-3.47,5.0
-3.67,-3.27,5.71
-3.27,-3.88,6.94
-2.45,-4.29,8.37
-3.47,-3.88,11.12
-4.39,-2.55,12.65
-4.29,-1.73,12.14
-4.18,-1.43,10.2
-3.47,-2.04,8.57
-2.96,-2.35,7.86
-2.96,-2.14,9.49
-3.37,-2.04,10.41
-3.16,-2.04,11.43
-2.55,-1.84,12.04
-2.14,-1.84,12.24
-2.24,-1.63,11.02
-2.24,-1.33,10.82
-2.04,-0.82,11.63
-1.94,-0.2,12.35
-2.04,0.0,12.24
-2.14,0.0,11.94
-2.14,-0.31,11.43
-2.45,-0.71,10.92
-2.14,-0.82,10.82
-1.73,-0.92,10.71
-1.94,-1.22,9.49
-2.24,-1.63,8.27
-1.63,-1.63,8.37
-1.12,-1.33,8.98
-1.63,-0.82,10.41
-2.35,-0.2,11.12
-2.65,0.0,11.43
-2.86,0.0,11.53
-2.35,0.0,11.22
-2.04,-0.1,11.12
-2.45,-0.31,11.33
-2.76,-0.82,10.31
-2.65,-0.82,9.8
-2.55,-0.61,9.9
-2.76,-0.71,9.69
-2.96,-0.61,9.29
-2.76,-0.51,10.0
-2.86,-0.2,11.43
-2.96,-0.1,12.24
-2.45,0.1,12.65
-1.84,0.41,12.96
-2.04,0.1,13.06
-2.14,0.0,13.06
-2.14,0.0,13.16
-2.24,-0.1,12.45
-2.14,-0.2,12.14
-2.14,-0.2,12.04
-2.35,-0.41,11.63
-2.14,-0.31,11.73
-1.94,-0.2,12.14
-1.84,-0.31,12.35
-1.33,0.0,12.45
-0.71,0.1,12.65
-0.41,0.82,13.16
-0.1,0.71,13.47
0.0,0.51,13.47
0.31,0.41,13.37
0.2,0.51,13.47
0.2,0.61,13.67
0.31,0.51,13.78
0.31,0.0,12.45
0.31,-0.31,9.9
0.71,-0.2,8.47
0.71,-0.41,7.14
0.41,-0.71,6.12
0.1,-0.1,6.33
-0.1,0.31,7.96
0.0,1.22,8.98
0.0,1.53,10.1
-0.1,1.73,10.61
0.0,1.22,10.71
0.31,1.43,10.82
0.31,1.22,10.41
0.1,0.92,10.1
0.2,0.61,10.1
0.2,0.2,10.0
0.1,0.0,9.69
0.31,0.0,8.78
0.41,0.1,7.76
0.1,0.0,7.14
-0.41,0.0,6.73
-0.2,0.0,7.04
-0.2,0.2,7.55
-0.41,0.2,7.76
-0.82,0.0,7.96
-0.71,-0.31,7.86
-1.22,-1.22,7.24
-1.43,-1.33,6.73
-1.12,-1.33,6.53
-1.02,-1.12,6.73
-1.22,-1.02,7.04
-1.43,-0.92,7.55
-1.53,-0.41,8.37
-1.53,0.0,8.98
-2.04,-0.2,9.18
-2.24,-0.31,9.39
-1.84,-0.41,9.08
-1.43,-0.61,9.08
-1.33,-0.71,8.78
-1.33,-0.41,8.67
-1.63,-0.2,8.98
-1.53,-0.41,9.18
-1.73,-0.61,9.39
-1.73,-0.71,9.59
-1.53,-0.82,9.9
-1.33,-1.12,10.1
-1.43,-1.22,10.41
-1.63,-1.02,10.61
-1.53,-0.82,11.12
-1.53,-0.92,11.43
-1.63,-1.02,11.33
-1.94,-1.22,11.43
-2.04,-1.22,11.94
-2.04,-1.22,12.14
-1.94,-1.22,12.24
-1.53,-0.71,12.65
-1.02,-0.31,13.16
-0.71,-0.2,13.88
-0.71,-0.41,14.29
-1.02,-0.51,14.29
-1.12,-0.92,14.29
-1.12,-0.92,14.29
-0.92,-1.02,13.98
-0.71,-1.12,13.78
-0.82,-0.92,13.67
-0.71,-0.71,13.57
-0.41,-0.41,13.78
0.0,0.0,14.08
0.31,0.0,13.88
0.71,0.0,13.47
1.02,0.0,12.86
0.92,-0.1,12.24
0.71,-0.31,11.33
0.71,-0.71,10.31
0.71,-0.82,9.59
0.61,-0.82,9.39
0.61,-0.92,9.08
0.51,-0.82,8.57
0.41,-1.02,8.27
0.41,-0.82,8.27
0.41,-0.41,8.57
0.31,-0.41,8.98
0.31,-0.1,9.29
0.51,-0.1,9.18
0.2,0.0,9.59
0.51,0.2,9.18
0.31,0.31,9.49
0.31,0.61,9.69
0.2,0.82,9.59
0.0,0.41,8.16
-0.2,0.51,7.65
-0.41,0.51,7.45
-0.61,0.82,7.14
-0.92,0.92,7.04
-1.02,1.02,7.04
-1.12,1.02,7.45
-1.12,0.92,7.45
-1.12,0.61,7.76
-1.12,0.61,7.96
-1.02,0.41,8.27
-1.12,0.51,8.57
-1.33,0.51,8.78
-1.53,0.61,8.57
-1.63,0.61,8.16
-1.94,0.31,8.16
-1.84,0.51,8.37
-1.94,0.31,9.18
-1.94,0.1,8.16
-1.63,0.0,8.78
-1.02,-0.2,8.98
-1.22,-0.31,9.69
-1.02,0.1,10.41
-1.53,0.2,11.02
-1.63,0.41,11.02
-1.43,0.51,10.71
-1.53,0.51,10.82
-1.94,0.51,11.02
-1.94,0.92,12.65
-1.63,1.63,14.18
-1.73,1.53,15.2
-0.92,1.02,13.27
-0.82,-0.31,12.14
-1.02,-0.31,11.94
-0.92,-0.1,11.94
-0.41,0.31,12.14
0.0,0.31,12.04
-0.61,0.1,12.55
-1.22,-0.1,12.35
-1.12,-0.41,12.04
-1.22,-0.41,12.04
-1.63,-0.41,12.35
-1.53,-0.2,12.76
-1.33,0.1,13.16
-0.92,0.31,13.57
-0.31,0.61,13.67
0.0,0.92,14.18
0.1,1.22,14.59
0.41,1.53,14.59
1.02,1.73,14.18
1.02,1.84,13.98
0.92,1.63,13.27
1.02,1.43,12.14
1.02,1.22,11.12
0.82,1.02,10.41
0.71,0.82,9.9
0.61,0.51,9.59
0.61,0.41,9.29
0.61,0.41,9.08
0.51,0.41,8.88
0.2,0.2,8.78
0.1,0.2,8.57
0.31,0.41,8.67
0.2,0.51,8.57
0.2,0.2,8.06
-0.2,0.1,7.65
-0.31,0.1,7.55
-0.31,-0.1,6.94
-0.2,0.0,6.84
-0.31,0.0,6.73
-0.51,0.1,6.53
-0.71,0.2,6.33
-0.71,0.1,6.12
-1.33,0.0,5.92
-1.63,0.0,6.02
-1.53,0.0,6.12
-1.43,0.0,6.33
-1.33,0.0,6.84
-1.22,0.1,7.45
-1.02,0.0,7.86
-1.22,-0.31,8.16
-1.63,-0.31,8.16
-1.63,-0.2,8.27
-1.73,-0.31,8.27
-2.35,-0.71,8.88
-2.55,-0.82,8.47
-2.45,-1.02,8.98
-2.24,-0.82,9.69
-2.24,-0.61,9.8
-2.24,-0.41,10.1
-2.24,-0.31,10.61
-2.45,-0.2,10.82
-2.65,-0.41,10.71
-2.55,-0.2,11.02
-2.24,0.0,11.73
-2.04,0.1,12.35
-2.04,0.1,13.06
-2.14,0.2,14.08
-1.94,0.31,14.49
-1.84,0.31,15.0
-1.63,0.1,15.31
-1.22,-0.2,15.1
-1.02,-0.31,14.8
-0.92,-0.31,14.59
-1.12,0.0,15.1
-1.12,0.0,15.31
-0.82,0.1,15.41
-0.31,0.1,15.92
0.0,0.1,16.43
0.41,0.2,16.63
0.92,0.41,16.84
1.22,0.61,16.22
1.02,0.61,14.9
0.51,0.31,13.47
0.41,0.1,12.55
0.31,0.0,11.33
0.31,-0.1,10.0
0.0,-0.41,8.88
0.0,-0.61,8.27
-0.2,-0.82,7.96
-0.2,-0.92,7.86
-0.2,-0.82,8.27
0.0,-0.61,8.47
0.31,-0.51,8.78
0.71,-0.41,8.98
0.92,-0.61,8.98
1.02,-0.51,8.98
1.02,-0.41,8.88
1.12,-0.31,8.37
0.92,-0.41,8.06
0.92,-0.41,7.76
0.82,-0.41,7.55
0.82,-0.41,7.35
0.51,-0.41,7.14
0.51,-0.31,7.24
0.41,-0.31,7.24
-0.1,-0.1,7.35
-0.41,0.1,7.55
-0.61,0.31,7.24
-1.02,0.51,7.35
-1.33,0.61,7.35
-1.63,0.71,7.35
-1.63,0.82,7.55
-1.63,0.71,7.55
-1.73,0.61,7.76
-1.94,0.61,8.06
-2.04,0.51,7.86
-2.14,0.2,7.55
-2.35,0.0,7.35
-2.04,0.1,7.86
-1.94,0.31,8.37
-1.84,0.31,8.88
-1.94,0.1,9.39
-1.73,0.1,10.0
-1.53,0.1,10.71
-1.33,0.0,10.92
-1.33,0.0,11.33
-1.33,-0.1,11.43
-1.33,0.0,11.73
-1.33,-0.1,12.14
-1.33,0.0,12.45
-1.22,-0.1,12.55
-1.02,-0.1,12.65
-0.82,0.0,12.96
-0.82,0.41,13.57
-0.71,0.82,13.88
-0.92,1.02,14.29
-0.92,1.22,14.29
-0.92,0.92,13.78
-1.12,0.41,13.16
-1.53,0.2,12.76
-1.84,0.31,12.55
-1.84,0.51,12.45
-1.73,0.92,12.55
-1.43,1.22,12.65
-0.92,1.33,12.76
-0.61,1.12,12.96
0.0,1.02,13.06
0.41,1.02,13.16
0.82,1.02,13.27
1.02,1.02,13.27
1.02,0.92,12.76
0.92,0.82,12.04
0.92,0.82,11.43
0.82,0.61,10.92
0.71,0.51,10.31
0.41,0.41,9.69
0.41,0.41,9.29
0.31,0.31,8.98
0.31,0.2,8.78
0.2,0.1,8.57
0.1,0.2,8.57
0.0,0.41,8.67
-0.41,0.61,8.37
-0.61,0.82,8.27
-0.71,0.92,7.55
-0.92,1.12,7.76
-0.92,1.02,7.76
-0.92,0.82,7.65
-0.92,0.51,7.55
-1.02,0.31,7.24
-0.92,0.31,7.24
-0.92,0.31,7.24
-1.02,0.31,7.35
-0.92,0.2,7.14
-1.02,0.0,7.04
-0.92,0.0,7.14
-0.92,0.0,7.24
-0.92,0.1,7.35
-1.22,0.0,7.45
-1.22,0.0,7.55
-1.43,0.0,7.55
-1.53,0.0,7.55
-1.73,0.0,7.55
-1.94,0.0,7.76
-1.84,0.0,7.86
-2.04,0.2,8.16
-2.14,0.41,8.78
-2.35,0.61,9.39
-2.24,0.71,10.0
-2.35,0.82,10.71
-2.45,1.02,11.22
-2.45,0.92,11.73
-2.35,0.82,12.04
-2.14,0.51,12.35
-2.04,0.51,12.65
-1.94,0.31,12.76
-1.84,0.2,12.76
-1.73,0.31,12.96
-1.63,0.41,13.16
-1.53,0.51,13.47
-1.53,0.51,13.78
-1.63,0.31,13.78
-1.43,0.1,13.78
-1.22,-0.1,13.67
-1.02,-0.41,13.67
-0.92,-0.51,13.67
-0.71,-0.51,13.88
-0.41,-0.51,14.29
0.0,-0.31,14.69
0.41,0.0,15.1
0.71,0.0,15.0
0.82,0.0,14.69
0.71,0.0,14.08
0.51,-0.1,12.96
0.31,-0.1,11.94
0.0,0.0,11.12
0.0,-0.1,10.2
-0.31,-0.31,9.39
-0.41,-0.2,8.88
-0.51,-0.31,8.57
-0.51,0.0,8.67
-0.31,0.0,8.98
-0.2,0.1,9.29
0.0,0.1,9.49
0.2,0.1,9.59
0.31,0.1,9.8
0.71,0.1,9.59
0.82,0.1,9.39
0.71,0.2,9.08
0.51,0.51,8.88
