-1.63,-3.57,9.59
-1.63,-3.88,9.49
-1.63,-3.78,9.59
-1.53,-3.57,9.39
-1.63,-3.57,8.67
-1.63,-4.08,8.37
-1.63,-4.29,7.86
-1.53,-4.39,7.45
-0.82,-5.31,6.94
-1.12,-5.51,6.94
-1.63,-5.31,7.14
-1.22,-5.2,7.24
-1.53,-4.9,7.76
-2.04,-4.49,8.37
-2.45,-4.39,8.67
-2.55,-5.1,8.67
-1.94,-3.88,7.76
-1.73,-3.57,8.06
-2.35,-3.88,8.47
-2.55,-4.18,8.78
-2.45,-4.18,8.78
-2.65,-3.67,8.67
-2.65,-3.37,8.67
-2.45,-3.16,8.88
-2.55,-2.65,8.16
-1.94,-2.65,7.76
-1.43,-2.35,4.59
-4.59,-2.24,7.14
-0.92,-3.06,5.92
-2.76,-3.98,5.2
-0.2,-4.69,5.1
0.0,-5.61,1.94
-0.51,-5.71,-0.51
0.0,-4.59,-0.2
-0.31,-2.86,0.51
0.51,1.53,3.06
0.1,2.24,2.76
2.55,0.61,1.94
-12.14,-8.06,8.67
-19.69,-20.41,5.2
-20.41,-20.41,0.41
-18.16,-13.06,-3.78
-14.08,-7.14,-5.51
-10.82,-5.1,-4.29
-10.51,-4.29,-6.84
-8.16,-5.51,-7.24
-10.1,-3.47,-6.33
-9.08,-3.57,-5.82
-9.08,-2.76,-4.8
-7.86,-2.45,-5.82
-6.84,-2.04,-4.8
-6.94,-1.02,-5.2
-6.53,-0.92,-5.2
-5.92,-0.61,-4.9
-4.9,0.0,-3.98
-5.61,1.33,-3.67
-6.12,3.16,-2.76
-6.94,3.37,-2.76
-8.78,5.92,-1.94
-8.98,6.33,-3.47
-7.45,5.51,-5.1
-5.71,2.65,-4.9
-11.53,5.92,-6.84
-11.43,5.92,-8.47
-9.18,6.53,-9.39
-9.49,7.65,-11.63
-9.8,8.78,-8.78
-12.55,8.67,-11.94
-7.96,4.69,-12.55
-11.53,-0.41,-17.04
-15.41,0.0,-12.65
-11.94,1.33,-8.88
-11.73,1.73,-8.78
-10.0,3.06,-5.82
-8.67,3.78,-4.49
-8.98,4.29,-3.57
-8.98,5.0,-2.65
-8.78,6.33,-2.35
-8.37,7.14,-2.86
-8.27,7.24,-3.57
-10.1,8.57,-5.1
-11.53,8.06,-5.82
-8.57,5.41,-10.71
-9.08,8.78,-12.24
-8.57,8.98,-12.65
